20
1000 5000
910 807 -112
372 872 -101
735 249 381
112 517 -160
423 285 -4
500 304 -198
865 799 -187
101 728 -121
980 105 151
146 343 166
693 934 -4
741 985 86
740 830 128
528 989 -1
723 621 -72
24 551 -328
250 365 126
813 362 101
319 454 -122
314 113 311
187 206 95
649 199 298
807 130 63
962 859 -77
915 523 255
732 434 121
175 242 28
164 467 350
844 22 -67
684 326 92
837 185 -437
250 849 58
477 731 -161
470 85 -24
420 550 -187
337 471 -17
883 695 234
780 548 18
129 749 -32
151 183 3
159 326 -124
997 537 325
373 790 83
986 962 355
252 684 -146
364 795 -24
54 918 -149
772 83 226
235 52 162
7 126 -109
558 617 296
162 280 -94
621 212 102
824 513 48
278 970 156
883 961 80
580 265 413
280 831 260
936 410 -70
477 847 -229
478 486 146
424 567 75
911 764 -79
267 251 -134
487 358 -9
970 480 193
908 890 452
627 514 221
730 803 41
461 412 54
694 697 48
707 697 -60
405 351 15
695 304 -29
790 880 148
75 322 -70
14 408 116
299 621 -184
526 231 -150
286 738 368
381 760 379
882 654 -106
253 786 66
865 85 -78
135 105 -37
686 807 -228
649 261 256
229 384 209
869 983 -128
298 70 164
592 442 -262
913 9 378
927 624 -157
782 225 -403
283 710 125
640 966 292
936 614 22
590 221 326
569 603 96
970 353 -182
840 541 11
939 958 107
541 558 -218
838 428 281
888 183 429
43 679 95
116 177 -285
300 885 171
717 907 -86
162 511 -282
470 540 -173
561 256 181
789 206 168
274 734 295
559 45 249
627 700 1
215 98 14
215 291 -102
915 591 108
628 629 128
666 331 -195
883 444 452
491 15 100
411 701 146
204 96 8
785 906 -25
927 466 86
333 158 185
661 366 243
342 407 -117
408 267 154
842 976 -264
480 136 -47
674 252 -112
89 841 -229
948 610 104
29 666 51
461 611 -59
643 341 -86
946 168 22
303 828 -13
812 21 250
595 905 -29
66 721 278
397 19 -98
571 545 50
354 509 -79
148 58 -85
695 962 198
30 795 336
592 404 -96
595 516 172
103 976 -11
33 853 -44
781 581 -344
855 742 220
273 11 91
598 917 105
444 68 -100
309 783 105
272 882 237
628 490 240
701 158 11
631 475 -235
847 848 99
789 748 -367
366 132 -237
208 441 -36
537 628 -202
897 671 88
567 664 242
759 78 308
558 852 115
39 700 -204
992 147 267
628 337 233
891 297 271
218 420 -118
240 536 -83
56 971 66
164 414 37
424 794 243
876 1 -184
687 9 265
72 562 -48
199 196 -152
185 679 348
40 120 1
73 349 -35
217 502 196
696 449 -413
741 581 -22
39 750 146
750 108 52
436 826 382
165 600 275
648 762 174
441 401 229
185 909 55
798 963 16
823 377 -161
275 80 164
227 285 58
248 956 138
886 322 -154
13 727 247
50 213 -211
332 827 -288
801 854 77
698 51 -39
615 456 86
12 249 -13
33 162 77
785 220 -208
268 873 -162
435 304 -173
905 717 10
585 334 -8
789 3 -127
428 688 57
577 137 328
629 673 179
966 347 -231
256 356 -317
885 566 -122
751 727 261
432 986 -132
689 280 183
785 714 -332
946 231 -11
37 951 67
851 493 149
603 460 152
784 90 101
757 545 9
442 117 393
956 928 -183
395 722 -45
348 172 261
190 197 -222
653 772 106
264 361 281
977 521 23
866 595 39
19 416 327
333 262 -194
932 921 296
484 780 317
159 325 -164
667 439 -30
91 419 29
518 577 48
516 92 -17
896 243 397
707 696 141
923 183 62
334 846 -111
436 527 158
855 953 299
349 481 422
3 739 -130
916 979 -177
127 967 0
610 996 -133
761 75 -99
515 145 -255
608 88 53
767 981 255
516 370 -267
645 953 291
218 947 -330
397 169 54
490 521 -52
438 643 234
187 137 135
87 538 527
758 663 410
248 530 -62
703 315 -27
565 459 56
677 918 -201
98 506 -310
721 452 -143
66 752 53
72 601 19
804 398 -183
290 724 -146
329 852 -272
166 242 2
152 338 50
292 804 -1
558 430 -27
725 714 94
858 847 -152
234 288 -150
240 402 -191
693 313 257
297 696 136
471 102 -103
748 353 187
274 797 231
630 768 413
105 214 -230
717 173 40
612 624 -314
378 949 -247
673 18 -46
239 916 339
493 761 351
829 518 -3
481 173 -280
139 671 212
591 852 -208
1 964 275
585 889 -326
164 744 365
710 636 -353
166 888 -198
983 825 169
991 765 -123
425 334 126
263 562 -32
690 254 244
977 172 93
249 994 -186
674 753 -184
955 126 181
849 292 102
972 186 162
709 35 255
319 775 92
414 44 406
409 500 319
204 427 204
772 913 -10
579 467 -87
344 420 207
303 282 400
287 809 -356
783 989 -224
941 378 214
681 476 -325
143 931 -14
649 590 -24
9 547 -156
77 385 122
401 216 -75
160 525 353
693 659 374
858 396 231
823 805 21
968 247 -201
844 542 267
389 163 -259
919 85 73
832 150 -42
948 416 277
726 252 205
236 733 -231
864 53 -11
192 842 237
219 248 -29
21 830 -77
983 538 335
150 692 -58
609 566 -311
16 696 201
171 112 309
656 851 -135
378 863 -370
353 626 112
225 327 28
57 687 -176
168 290 260
316 7 62
500 914 107
695 455 -2
264 700 -173
587 99 81
18 692 258
727 335 -8
259 822 196
357 291 22
345 958 368
745 447 -286
167 474 -93
365 171 -194
936 760 -56
617 591 129
219 972 77
532 938 -124
330 459 -155
383 965 141
871 121 -369
891 224 305
565 408 383
572 945 -276
970 542 85
816 808 78
192 377 -85
10 735 82
365 544 -85
770 409 31
595 633 51
463 868 45
486 771 -255
28 527 5
519 880 1
973 500 43
216 930 129
836 535 -48
830 64 7
401 367 -267
510 810 -244
918 56 -1
973 6 -175
294 691 364
703 171 -289
865 765 81
614 287 84
573 156 49
276 429 367
244 584 207
386 73 -151
948 367 37
965 475 44
174 921 464
666 66 -333
225 414 25
146 518 105
808 844 -232
494 40 133
681 262 -376
438 184 -63
608 442 -176
559 388 322
161 580 73
767 75 107
868 494 30
215 612 8
88 894 134
160 431 144
824 864 -203
288 134 74
598 773 236
688 477 -56
373 271 -218
841 819 77
758 127 378
276 890 467
375 439 12
564 159 -99
20 666 340
87 699 160
498 939 24
836 314 -81
931 301 -54
290 913 -115
50 941 -101
180 971 -204
862 560 62
487 250 -7
197 889 32
843 434 57
729 971 66
761 532 139
454 736 57
978 742 290
43 299 -29
390 527 26
887 208 352
223 498 181
674 777 -456
501 398 -23
171 626 142
364 873 -140
340 525 233
498 977 -176
279 668 207
480 9 -10
765 7 -4
239 434 81
323 517 270
880 178 115
290 614 230
806 362 -125
850 359 14
902 876 -15
704 185 -45
177 416 364
571 375 212
886 471 -209
826 762 104
243 630 -392
58 753 33
208 378 38
806 410 27
520 472 -320
903 288 -216
993 211 303
467 567 -96
88 985 -18
442 138 173
772 374 128
801 473 481
586 964 263
841 992 -73
782 501 -232
884 812 -34
379 204 -96
214 635 -31
575 812 -44
927 120 84
182 680 -16
57 874 -341
460 895 -68
874 163 136
174 767 127
375 921 81
889 273 -58
736 832 425
335 932 3
124 85 -115
667 450 -104
655 192 33
67 798 -108
68 610 -12
836 558 -165
124 823 3
329 127 93
456 86 225
894 325 -218
763 561 242
849 87 -177
776 847 112
114 508 106
712 386 223
915 196 -173
325 559 -41
866 855 -56
277 181 129
333 633 37
761 161 -264
794 56 -122
809 156 462
476 184 82
101 284 92
582 479 414
512 174 -324
130 157 217
237 364 74
572 807 -364
317 494 128
335 808 262
531 601 14
193 849 -91
866 64 44
43 719 -202
806 600 144
488 737 168
392 917 -47
647 462 205
902 453 -206
887 811 251
783 959 -167
556 972 184
173 155 311
620 560 -69
787 641 -264
36 971 -115
733 27 337
69 122 259
969 965 123
246 876 147
305 9 178
876 760 194
21 192 -134
533 781 496
83 13 -140
104 40 202
130 891 228
608 880 174
97 597 -39
72 768 298
189 223 -206
525 593 -94
371 767 -118
123 920 270
262 539 322
391 803 221
132 477 333
59 822 421
668 666 409
351 368 -53
107 91 -99
391 814 54
436 101 382
951 236 212
462 114 129
14 638 -115
262 992 21
602 709 -282
955 520 522
873 771 -248
885 104 -106
864 385 323
901 375 260
594 562 -104
33 529 111
518 780 294
470 81 -7
832 261 -114
290 621 -231
858 292 102
238 566 -153
460 481 299
363 480 505
821 307 253
831 349 -330
724 426 492
648 784 -102
2 224 440
547 535 0
582 11 96
486 185 -253
323 971 174
652 746 171
713 260 35
774 678 121
564 667 46
959 737 -103
862 681 384
814 852 -141
688 502 -76
741 89 295
843 957 310
156 673 -101
143 636 -148
302 975 438
263 416 346
144 513 -94
889 904 141
108 14 -10
32 67 158
573 432 -333
69 853 220
592 341 -52
90 166 52
251 867 220
51 433 451
196 557 175
18 931 43
132 448 296
297 49 76
214 857 193
800 834 365
945 830 305
657 289 237
109 583 -127
27 905 -169
497 919 -77
808 909 -367
522 611 277
837 831 20
309 345 -213
458 865 -11
437 803 204
175 12 281
411 220 -83
801 801 91
594 950 36
591 944 -97
302 318 124
165 535 54
319 6 -51
534 261 -23
990 673 217
461 623 -210
188 797 192
230 579 290
177 765 378
772 104 29
799 845 402
920 200 -230
885 874 -273
968 586 -279
82 311 136
363 640 141
369 301 -88
525 710 57
330 998 8
768 216 5
176 163 -27
615 23 -99
829 972 111
257 882 227
201 292 342
740 123 -63
105 259 -52
210 61 -126
326 678 97
856 917 -178
164 495 268
263 884 179
679 290 2
379 290 -11
981 534 86
93 248 -181
674 732 -369
670 839 452
381 387 192
565 660 345
361 331 -195
971 580 23
722 543 -155
674 868 -204
145 375 379
803 495 -114
146 710 387
107 922 -58
882 498 68
545 767 -81
567 610 149
987 957 74
488 119 55
876 283 132
868 129 239
982 135 -10
957 55 -136
467 951 -35
891 546 181
502 587 21
80 155 0
809 411 365
97 846 232
915 489 186
15 19 50
729 208 256
584 266 -116
41 263 -47
85 860 236
19 703 352
568 697 254
274 125 191
288 263 57
261 864 -172
210 543 -373
932 691 322
145 262 46
821 940 93
330 113 131
269 186 376
713 921 376
587 776 -201
655 704 45
962 949 -166
220 327 -154
213 975 452
650 285 60
151 811 -103
485 320 262
506 370 114
480 887 -359
280 851 -141
22 302 59
104 719 -14
380 400 467
198 307 54
795 619 14
138 427 119
325 46 27
445 150 30
362 181 -40
858 37 -45
736 741 201
514 361 253
617 70 188
68 561 104
771 475 113
418 842 270
580 977 92
364 846 -77
103 468 24
949 101 323
248 46 -57
710 485 -163
384 69 -325
976 67 503
233 134 113
468 198 497
555 660 345
73 24 345
133 193 2
413 304 -153
692 956 -15
981 72 -116
996 140 100
505 261 202
530 888 -31
589 918 -205
597 88 239
410 952 103
704 254 257
311 410 83
142 173 -222
469 364 226
90 795 203
769 158 305
223 509 -204
966 923 40
857 733 -55
647 60 302
580 268 408
730 559 -366
4 4 31
686 815 -81
469 541 82
190 585 115
813 354 149
305 291 110
139 288 51
366 668 -181
724 715 342
591 219 -74
34 71 318
633 420 78
619 399 89
519 926 -18
878 288 -298
887 857 113
566 986 -157
523 878 -7
99 412 209
437 386 214
573 941 -267
586 806 405
757 677 128
768 448 -96
513 909 -229
786 606 463
800 870 350
758 785 412
312 602 -20
473 334 82
349 852 48
828 85 228
966 347 -282
228 83 150
355 938 245
688 8 -23
705 654 36
208 882 123
102 802 240
6 181 -31
192 724 -83
126 216 235
430 943 312
153 892 139
968 162 177
884 770 26
959 543 -213
480 447 -358
108 570 -188
37 23 25
80 269 -394
104 334 359
456 456 19
450 471 34
306 580 -261
577 862 -15
105 977 -148
737 671 188
639 743 -35
593 48 -58
972 526 -40
739 83 337
901 325 83
669 723 -147
192 527 112
60 407 116
94 314 -209
903 480 174
633 188 -5
755 899 -43
653 559 -42
410 534 70
20 349 -8
729 714 14
591 564 43
425 545 -58
17 889 -254
870 919 -86
763 788 90
910 12 242
401 221 -120
735 52 248
432 662 311
246 72 -2
21 379 63
227 976 9
762 531 -224
250 56 -46
23 874 -143
243 987 -95
737 674 317
130 635 61
216 581 -231
761 95 -254
678 386 237
115 573 169
534 52 -81
474 310 -78
378 479 -19
263 867 311
898 615 235
725 907 87
53 68 318
308 697 -31
275 313 78
517 415 352
224 681 1
389 234 -58
993 970 191
323 434 173
896 788 94
14 739 -213
768 318 -121
499 459 -277
527 314 -69
308 460 -100
471 409 108
576 677 94
57 985 -145
312 876 -51
518 693 -31
284 975 29
432 605 308
253 112 393
674 578 -243
863 687 292
988 975 544
744 448 -40
669 332 234
49 403 -214
203 254 199
101 254 -3
342 404 -181
402 373 218
649 845 405
985 692 96
545 373 16
766 242 8
253 580 176
538 481 77
363 47 475
685 902 -77
264 554 -137
915 96 -142
814 625 -166
592 214 -198
346 487 -36
644 29 173
36 808 135
143 491 -124
978 407 341
855 461 335
395 460 -72
439 535 -117
202 851 22
22 720 385
284 242 -173
849 79 -130
565 833 15
697 702 53
769 909 -67
734 948 -225
942 531 -32
380 108 478
466 470 205
910 550 -32
670 237 337
13 234 225
11 44 327
31 70 131
98 447 -217
123 810 4
205 189 427
114 952 70
207 763 -321
922 391 190
166 227 -59
248 507 157
851 248 177
636 112 356
135 730 54
595 349 -117
514 28 76
291 590 -145
17 301 -304
369 407 235
393 503 3
522 26 363
812 257 113
124 753 20
987 196 -211
994 421 320
844 2 -56
572 843 -133
438 658 99
336 226 24
378 691 100
29 641 -200
256 49 4
387 559 -203
748 322 195
988 897 323
947 656 225
772 299 73
713 872 74
620 243 181
834 986 -355
232 292 -42
444 598 -202
495 532 309
368 985 36
391 160 -193
587 988 -211
528 160 -73
412 354 -260
575 182 -88
676 380 -326
621 763 140
339 847 -91
948 440 346
772 627 -25
338 163 -115
642 987 101
398 167 427
716 696 25
440 637 -294
910 152 166
781 12 -33
154 405 372
387 378 226
34 788 -37
745 543 -412
240 163 -172
298 173 -66
493 146 35
658 510 187
964 564 221
649 595 231
669 972 15
911 243 247
589 440 86
586 94 512
540 261 320
258 810 11
445 889 -307
298 79 -90
374 869 223
25 166 236
217 339 143
680 111 55
667 726 -142
944 591 226
289 132 -69
152 233 -132
88 147 44
186 202 -152
949 802 86
429 391 79
236 599 -189
376 237 84
501 370 -53
764 254 286
586 715 457
665 774 114
476 604 -83
725 639 419
234 384 208
888 248 239
762 124 -87
36 893 -232
804 797 109
579 433 94
596 125 -76
237 853 -92
659 802 -115
928 362 125
330 95 -210
718 470 -137
570 210 449
11 523 531
315 416 23
229 431 -147
214 631 454
586 523 567
943 223 43
522 854 -7
406 975 357
163 801 7
634 4 195
128 667 266
91 132 47
748 306 560
145 699 104
604 920 254
745 217 -240
664 793 -335
84 640 -126
208 492 -46
840 304 -175
522 748 -27
919 269 -135
992 532 466
658 655 -90
130 952 480
78 367 -261
243 677 31
521 43 205
997 371 337
332 72 -193
494 474 209
36 461 161
842 290 44
14 806 137
177 678 204
302 688 362
151 903 -119
730 777 -420
44 422 -159
451 204 130
690 97 68
271 34 214
772 438 152
472 276 -74
101 607 -93
441 39 3
935 301 -415
742 747 -135
794 226 1
739 691 471
911 934 -170
314 517 57
684 447 -13
495 627 -80
771 532 530
412 289 -207
790 270 195
230 924 58
200 162 474
691 404 -161
173 826 360
312 161 -259
367 670 47
745 281 -231
281 589 240
383 57 410
79 114 300
640 876 188
882 656 -47
774 230 128
715 534 22
657 269 66
566 372 147
553 888 9
422 3 125
613 401 281
503 464 241
472 297 311
257 927 -56
747 268 345
42 983 -161
981 642 100
687 362 2
444 691 78
595 909 -143
118 26 221
760 602 -68
174 229 340
116 78 111
160 992 4
490 736 -172
955 961 113
885 435 110
634 182 -68
397 55 84
717 210 297
958 474 -4
906 958 98
436 53 -51
697 575 149
7 433 282
983 682 77
321 905 -147
869 831 125
554 472 68
299 907 -88
9 472 -285
104 521 177
71 248 -226
988 492 341
431 173 39
980 321 182
709 507 331
950 704 -32
924 284 385
890 910 -242
586 961 109
392 726 -133
667 218 95
579 496 -174
792 380 -320
385 389 74
882 227 -217
247 118 212
888 441 283
829 707 247
300 704 -83
532 749 21
779 436 -55
994 152 161
980 740 -17
508 517 -178
531 847 -59
977 920 108
435 396 78
851 493 68
113 831 81
298 6 -122
930 480 78
747 502 239
184 795 317
207 821 -198
51 705 210
639 653 -372
159 626 -123
459 97 196
289 631 293
497 249 72
557 880 177
256 418 -270
912 246 -238
832 821 -239
62 676 365
92 801 -233
6 535 115
218 455 -311
682 257 139
351 171 -237
880 342 132
49 966 -55
277 488 104
811 307 198
778 700 -335
741 2 -28
201 910 242
607 525 143
686 593 31
806 252 20
496 751 -101
240 422 -126
693 543 39
396 678 -217
894 447 -187
654 592 195
138 655 -16
190 301 -350
844 520 358
464 425 135
323 401 536
763 42 404
544 21 247
788 875 -100
275 349 -115
825 688 147
801 851 85
406 151 368
378 63 -178
816 688 46
407 919 -119
11 59 91
566 764 -27
585 232 -70
143 912 289
290 308 75
146 743 341
952 817 -58
29 993 -206
231 77 412
740 111 -74
419 663 413
979 347 -112
452 550 0
109 56 -71
758 763 42
718 518 -193
397 912 242
944 603 -61
325 460 65
648 634 -23
520 53 -402
629 629 4
430 540 114
896 318 166
374 125 216
695 808 287
233 239 73
982 563 -182
178 979 -261
585 793 -418
629 453 -93
364 62 -440
748 519 521
688 462 -165
775 376 106
287 825 -50
922 646 283
25 978 50
857 536 149
452 462 138
499 964 -98
106 608 154
533 683 0
813 263 40
344 410 284
246 744 161
878 987 -2
619 212 -316
592 363 -212
74 866 191
986 399 570
446 2 34
343 528 78
452 158 373
517 731 -20
152 813 -205
612 572 81
442 253 -63
861 875 -222
185 122 310
132 250 308
968 111 -229
413 442 -284
772 75 164
496 51 -91
459 697 208
64 129 279
839 520 59
687 781 350
643 361 73
333 698 -35
392 302 -240
32 534 36
757 584 35
834 876 -49
371 432 -102
792 94 80
981 532 142
662 601 -240
673 319 -48
915 67 184
146 712 182
447 346 388
803 526 -180
113 62 -375
259 986 -228
996 203 209
125 62 -316
112 179 -109
911 47 310
664 34 -142
630 491 90
833 215 421
818 214 61
852 235 10
171 10 48
369 683 -101
508 416 -27
768 880 17
980 912 147
406 221 182
163 840 374
134 539 286
743 840 -33
19 86 456
455 139 65
755 589 1
898 464 152
888 894 384
494 30 -18
548 936 101
276 528 332
594 693 -98
349 176 111
368 232 182
531 657 -122
68 651 -7
415 43 -73
935 344 -268
961 574 542
327 416 416
850 275 253
39 600 160
128 442 -39
652 822 124
484 634 214
855 613 180
694 782 309
197 218 356
701 87 -374
171 480 434
66 605 407
746 403 -285
269 915 311
346 383 -407
437 742 101
398 81 241
726 206 387
215 962 -55
860 37 -107
21 415 107
476 635 0
434 918 109
849 654 19
385 852 -177
424 398 19
963 117 219
866 439 110
297 660 21
691 22 -378
259 222 -87
18 169 162
341 261 100
31 508 224
238 592 55
205 179 176
970 308 3
162 743 84
561 674 219
512 20 -198
430 213 95
419 267 405
900 246 -2
925 747 -52
24 290 -164
974 325 -135
900 859 -18
300 277 -222
622 667 130
708 397 -120
216 736 -293
261 553 -228
331 660 202
339 759 -31
14 526 -52
451 171 90
667 542 -27
533 318 258
178 6 -321
732 204 194
78 692 -13
796 527 63
866 170 95
587 267 205
734 566 -210
530 887 36
361 559 -384
319 883 -110
318 91 -7
71 201 -358
758 383 -36
509 664 401
801 80 456
635 487 391
760 661 -166
752 222 168
179 534 239
474 100 178
824 849 49
970 936 97
239 888 -17
63 379 233
571 707 107
203 210 295
844 866 250
321 854 -278
355 827 133
767 844 32
150 221 -79
978 597 52
945 751 115
804 916 189
702 928 -81
574 858 -189
850 862 122
249 207 96
950 833 -106
751 911 140
939 721 -79
667 372 -15
53 209 382
319 212 -133
898 976 -157
481 861 -52
250 975 245
383 472 93
882 498 74
416 987 79
951 3 55
468 138 275
562 790 311
938 532 253
869 451 -213
818 404 239
443 574 457
288 523 381
175 787 235
935 980 -95
413 739 -265
999 141 -112
564 878 73
329 783 123
685 995 -12
423 988 -117
62 282 435
812 699 6
406 807 -119
447 146 53
793 632 241
819 192 27
153 225 -43
492 268 248
378 698 -174
319 780 228
929 442 -106
209 688 134
653 405 386
637 25 8
55 712 30
641 556 2
657 870 316
529 269 -356
967 942 -77
544 493 -19
595 882 220
688 940 -94
766 382 -3
153 73 80
413 309 44
852 405 338
97 281 104
377 81 275
323 549 402
224 351 -45
746 855 -204
9 335 -184
105 552 95
298 566 -73
618 513 -28
153 520 371
187 617 -85
120 47 237
822 563 -146
568 990 156
193 808 -10
74 69 12
967 399 84
704 556 21
822 679 -16
919 655 7
75 868 60
671 471 -152
684 602 187
44 967 164
417 301 31
273 390 323
343 935 310
31 120 -21
533 166 344
378 654 -88
884 692 75
889 860 364
777 633 348
32 357 -15
349 710 371
169 457 -206
580 398 -17
397 848 -59
915 85 -67
909 159 418
346 176 -297
571 604 -151
248 301 -113
403 567 44
255 44 58
889 422 110
55 289 5
966 930 100
193 388 -88
34 279 -191
896 961 -27
731 109 300
737 42 252
813 23 160
885 979 -97
450 957 279
670 711 394
824 372 102
132 990 115
42 220 -99
103 83 344
814 944 -95
984 378 16
845 183 14
131 911 -98
321 109 -33
335 828 -147
250 210 202
966 749 98
369 869 232
665 158 396
761 698 -157
874 344 95
298 883 -198
379 843 -152
320 237 -10
888 367 169
428 360 -75
735 32 419
388 609 261
234 814 73
676 2 -248
121 687 218
67 703 7
38 901 54
393 960 26
983 70 313
390 531 -18
17 873 8
249 363 -323
613 117 245
940 307 318
126 744 270
819 329 315
283 781 206
145 440 461
833 335 269
630 860 433
821 788 -23
717 189 367
621 695 206
871 962 -107
671 101 147
689 178 362
182 566 30
393 512 215
625 350 325
747 804 221
468 721 254
973 272 -129
765 490 35
146 780 385
717 575 205
625 28 219
12 421 -2
877 506 -252
182 801 -70
949 398 41
935 822 44
109 45 -110
934 997 147
513 334 216
840 54 87
51 641 174
655 386 331
323 791 505
780 232 40
36 613 -61
697 244 -31
925 759 9
51 122 381
16 894 78
93 569 -320
788 153 54
487 489 53
33 781 121
571 84 161
260 296 55
455 665 -27
33 512 22
456 870 -54
207 250 -118
878 217 -221
572 121 -291
424 244 28
317 87 -67
92 422 -208
836 73 -92
220 579 313
310 5 159
896 151 472
883 783 520
745 432 -240
115 122 33
143 167 336
978 874 79
661 60 198
923 413 32
996 783 411
776 648 338
494 252 209
185 385 350
133 170 -114
990 554 -11
857 686 215
868 127 290
111 251 206
679 957 107
388 279 -234
623 351 239
391 209 63
20 702 47
320 761 39
472 515 334
374 371 217
509 746 436
551 634 302
380 800 27
542 823 -62
59 929 223
373 655 -147
615 506 -277
198 813 -323
979 349 -18
718 639 64
195 891 110
119 186 297
325 540 45
429 323 -231
271 239 103
881 231 -25
481 830 -110
333 258 -86
823 399 260
255 991 250
338 988 -278
294 59 -46
674 361 66
219 968 140
356 207 400
501 84 212
775 632 38
78 474 -36
873 194 -291
216 591 72
394 166 124
87 92 442
450 292 166
164 611 418
603 891 87
247 588 477
504 709 -179
981 312 36
454 104 172
934 533 41
601 75 134
418 132 -19
533 676 449
724 643 488
288 280 248
123 226 216
258 298 178
615 819 -138
684 115 335
424 306 376
642 685 104
37 503 -27
34 297 181
807 907 165
516 138 -129
638 37 200
134 127 345
538 805 -140
511 617 344
656 687 -15
341 150 191
339 867 174
866 543 -177
527 838 63
406 219 107
180 141 -139
493 747 28
865 657 -186
398 937 171
319 274 -11
413 466 -150
491 282 439
362 12 318
64 189 284
846 226 -51
954 560 85
830 596 203
170 750 80
913 488 16
913 631 299
13 483 -78
477 473 136
886 999 -28
586 476 168
913 956 231
881 203 161
988 694 282
140 413 259
873 610 -40
223 336 1
691 379 30
401 782 94
450 488 -49
125 41 -31
59 666 405
186 911 -76
62 939 447
644 443 -185
294 629 23
361 409 -205
81 226 31
160 827 111
577 390 89
513 984 229
202 886 285
979 460 82
329 976 -365
157 931 2
397 347 -194
175 482 36
256 639 74
427 552 101
519 314 -350
814 17 79
423 984 299
156 707 -42
763 273 -6
744 959 37
551 945 55
58 773 69
640 74 25
760 231 -365
896 125 288
677 417 -322
830 948 -101
532 903 -92
195 747 107
739 922 203
533 280 385
247 320 469
891 404 97
979 258 -8
173 699 61
492 44 140
142 264 -137
885 188 -112
724 276 -45
937 294 -49
738 972 -61
465 305 85
80 290 -120
294 147 104
883 850 106
402 80 374
606 964 -118
9 439 -17
18 45 49
741 287 313
476 717 111
688 953 13
608 639 160
51 360 211
560 627 -29
682 64 80
593 225 -268
320 829 -197
867 413 49
938 902 124
124 782 152
590 860 431
1000 830 -123
81 850 -133
279 621 53
955 726 254
429 248 -105
982 628 -378
199 26 123
67 177 -422
516 169 -62
573 80 -25
70 272 -118
618 454 -274
563 780 234
786 213 83
86 285 -295
241 845 388
607 69 -105
73 391 192
738 473 233
579 622 -102
919 956 177
516 392 -87
437 796 13
220 602 124
325 611 291
800 701 506
50 4 61
926 510 -78
735 951 185
947 877 256
835 512 2
248 695 92
186 800 -354
870 235 -73
278 828 -253
805 601 -39
647 14 263
659 676 31
362 113 332
989 219 41
927 986 -139
772 237 319
127 248 -272
259 6 -62
874 45 192
680 923 388
52 788 -49
348 787 358
422 272 131
738 141 -73
155 489 167
696 618 -67
706 896 31
297 870 -85
208 629 -122
663 951 -184
785 645 -199
141 452 -22
927 681 366
106 583 31
308 751 -142
573 293 -248
124 108 72
692 529 132
528 236 121
322 601 24
588 876 -108
516 409 -158
366 529 149
279 827 206
905 306 341
601 70 329
193 843 -228
528 232 234
99 481 191
106 116 198
969 218 471
484 945 -44
379 595 -81
752 980 352
694 403 -12
425 949 -272
34 537 111
601 384 405
88 15 -190
890 456 -17
750 932 -236
35 603 -56
99 189 229
823 543 -158
149 61 -1
114 310 -168
656 72 -57
34 77 210
74 286 -64
983 94 297
429 981 126
890 967 39
662 754 -193
150 880 -18
622 956 -24
853 386 175
33 560 -123
843 335 126
613 248 -28
783 839 69
798 727 -3
809 229 348
12 158 18
673 333 19
829 983 73
704 486 209
404 776 -117
168 180 292
641 492 204
730 212 -339
101 869 -8
836 433 225
683 775 366
130 443 69
709 550 144
202 468 -52
103 84 376
488 469 221
13 446 -36
166 831 228
763 794 325
452 32 360
910 342 327
720 329 205
511 770 265
453 284 354
499 995 78
34 720 99
325 983 50
638 137 470
416 373 -47
139 636 -38
834 190 114
934 749 413
247 574 496
100 728 -178
814 138 -65
545 188 -59
995 469 -95
69 196 48
479 127 204
735 545 283
77 949 -110
203 565 -93
66 897 377
232 754 -138
587 630 -308
72 310 84
585 361 -5
553 689 112
89 302 -318
503 175 140
417 916 474
487 597 -279
935 628 -310
778 922 -176
275 376 187
535 934 -90
433 67 100
138 39 147
419 667 397
838 576 290
797 406 -199
90 829 -59
53 681 501
331 448 152
863 229 306
289 256 311
900 546 82
766 491 -199
328 900 114
51 882 431
405 486 -51
772 349 20
460 75 50
202 209 247
369 759 7
553 621 13
314 943 235
798 824 1
200 393 225
106 597 -89
38 259 211
679 834 -12
857 816 308
957 8 6
595 563 36
915 832 246
782 455 -366
494 957 303
852 455 63
784 91 -15
37 792 151
592 865 -60
889 495 157
183 773 -24
378 677 24
461 82 -252
150 208 -3
315 769 -249
841 130 -94
820 694 -264
110 738 195
310 650 21
297 165 -132
37 810 -106
454 724 53
286 873 421
874 707 372
258 390 183
246 678 8
841 376 260
727 656 14
837 623 -260
938 538 258
34 539 161
982 435 2
113 637 -304
214 224 396
943 246 12
165 323 -139
575 188 4
32 419 -260
585 201 -363
384 938 -176
735 599 180
719 164 -40
103 872 185
846 685 91
336 38 -74
897 858 -11
207 590 -404
946 910 174
533 833 88
690 59 -28
794 313 23
101 503 -221
949 37 115
991 3 -158
323 288 170
186 682 -111
343 771 -127
338 607 98
44 569 -166
482 721 157
711 913 -239
112 462 -57
301 687 219
598 391 177
896 617 283
13 429 242
178 1000 15
227 122 296
110 734 311
937 524 54
280 317 -133
240 894 118
536 638 -115
508 448 -114
228 17 300
588 199 -43
352 601 -183
892 847 -202
113 636 -336
27 362 -197
680 776 14
607 995 90
595 905 -46
664 384 84
586 793 99
459 749 466
533 211 523
284 393 -241
802 48 48
466 398 -8
547 863 -151
293 249 245
76 904 -178
124 76 138
260 810 2
579 218 97
773 399 185
636 726 210
464 10 -170
52 862 -62
743 552 81
515 749 146
331 2 -51
825 391 44
702 898 10
83 505 -62
571 862 -42
